code,name,city,state,fare,adj_fare,year
AGN,Angoon Seaplane Base,Angoon,AK,558.5,982.4,1993
AHN,Athens/Ben Epps,Athens,GA,441.83,777.17,1993
AKB,Atka Airport,Atka,AK,256,450.3,1993
AKK,Akhiok Airport,Akhiok,AK,75,131.92,1993
AKP,Anaktuvuk Pass Airport,Anaktuvuk Pass,AK,535.33,941.65,1993
ALM,Alamogordo White Sands Regional,Alamogordo,NM,352.4,619.87,1993
ANB,Anniston Regional,Anniston,AL,339.1,596.47,1993
AND,Anderson Regional,Anderson,SC,381.93,671.81,1993
ANI,Aniak Airport,Aniak,AK,192.04,337.8,1993
ANV,Anvik Airport,Anvik,AK,402,707.12,1993
APF,Naples Municipal,Naples,FL,362.26,637.21,1993
ARC,Arctic Village Airport,Arctic Village,AK,401,705.36,1993
ATT,Atmautluak Airport,Atmautluak,AK,218.5,384.34,1993
AUK,Alakanuk Airport,Alakanuk,AK,309.09,543.69,1993
BDR,Igor I Sikorsky Memorial,Bridgeport,CT,426.32,749.89,1993
BKW,Raleigh County Memorial,Beckley,WV,381.23,670.59,1993
BKX,Brookings Regional,Brookings,SD,433,761.64,1993
BLF,Mercer County,Princeton/Bluefield,WV,378.54,665.85,1993
BRL,Southeast Iowa Regional,Burlington,IA,406.73,715.44,1993
BTI,Barter Island Airport,Barter Island,AK,854,1502.18,1993
BWD,Brownwood Regional,Brownwood,TX,420.43,739.53,1993
CBE,Greater Cumberland Regional,Cumberland,MD,497.66,875.38,1993
CGA,Craig Seaplane Base,Craig,AK,430,756.37,1993
CGX,Meigs Field,Chicago,IL,168.25,295.95,1993
CHI,Chicago Metropolitan Area,Chicago,IL,265.75,467.45,1993
CHU,Chuathbaluk Airport,Chuathbaluk,AK,180,316.62,1993
CKD,Crooked Creek Airport,Crooked Creek,AK,200,351.8,1993
CLD,McClellan-Palomar,Carlsbad,CA,323.34,568.75,1993
CLM,William R. Fairchild International,Port Angeles,WA,281.21,494.65,1993
COE,Coeur d'Alene - Pappy Boyington Field,Coeur d'Alene,ID,1345,2365.85,1993
DAN,Danville Regional,Danville,VA,395,694.8,1993
DET,Coleman A. Young Municipal,Detroit,MI,102.45,180.21,1993
DIO,Diomede Heliport,Diomede Island,AK,480,844.32,1993
DNV,Vermilion Regional,Danville,IL,259,455.58,1993
DTT,Detroit Metropolitan Area,Detroit,MI,344.49,605.95,1993
EAA,Eagle Airport,Eagle,AK,490,861.91,1993
EDA,Edna Bay Airport,Edna Bay,AK,619,1088.82,1993
EFD,Ellington,Houston,TX,471.86,830,1993
EGX,Egegik Airport,Egegik,AK,148,260.33,1993
EKN,Elkins-Randolph County-Jennings Randolph Field,Elkins,WV,339,596.3,1993
ELD,South Arkansas Regional at Goodwin Field,El Dorado,AR,484.33,851.94,1993
ELI,Elim Airport,Elim,AK,822,1445.89,1993
ELY,Ely Airport/Yelland Field,Ely,NV,350,615.65,1993
ESD,Orcas Island,Eastsound,WA,726,1277.03,1993
ESF,Esler Regional,Alexandria,LA,394.9,694.63,1993
FFM,Fergus Falls Municipal-Einar Mickelson Field,Fergus Falls,MN,512.4,901.31,1993
FHU,Sierra Vista Municipal-Libby AAF,Fort Huachuca,AZ,463.4,815.12,1993
FMN,Four Corners Regional,Farmington,NM,467.95,823.12,1993
FMY,Page Field,Fort Myers,FL,317,557.6,1993
FNL,Northern Colorado Regional,Fort Collins/Loveland,CO,419.02,737.06,1993
FOD,Fort Dodge Regional,Fort Dodge,IA,363.05,638.6,1993
FOE,Topeka Regional,Topeka,KS,292.23,514.03,1993
FRD,Friday Harbor Airport,Friday Harbor,WA,444.93,782.63,1993
FRM,Fairmont Municipal,Fairmont,MN,363.33,639.1,1993
FYV,Drake Field,Fayetteville,AR,401.14,705.6,1993
GAD,Northeast Alabama Regional,Gadsden,AL,313,550.57,1993
GAL,Edward G. Pitka Sr.,Galena,AK,346.43,609.37,1993
GAM,Gambell Airport,Gambell,AK,590,1037.81,1993
GBD,Great Bend Municipal,Great Bend,KS,513.25,902.8,1993
GLD,Renner Field,Goodland,KS,487.5,857.51,1993
GNU,Goodnews,Goodnews Bay,AK,68,119.61,1993
GON,Groton-New London,New London/Groton,CT,396.26,697.02,1993
GPZ,Grand Rapids/Itasca County-Gordon Newstrom Field,Grand Rapids,MN,421.23,740.94,1993
HCR,Holy Cross Airport,Holy Cross,AK,245.56,431.94,1993
HII,Lake Havasu City Airport,Lake Havasu City,AZ,228,401.05,1993
HKY,Hickory Regional,Hickory,NC,503.26,885.22,1993
HNM,Hana Airport,Hana,HI,49.13,86.42,1993
HON,Huron Regional,Huron,SD,367.89,647.11,1993
HOT,Memorial Field,Hot Springs,AR,314.1,552.5,1993
HPB,Hooper Bay Airport,Hooper Bay,AK,123.53,217.29,1993
HPV,Princeville,Hanalei,HI,42.72,75.15,1993
HRO,Boone County,Harrison,AR,400.83,705.06,1993
HSI,Hastings Municipal,Hastings,NE,592.33,1041.91,1993
HUF,Terre Haute Regional,Terre Haute,IN,366,643.79,1993
HYG,Hydaburg Seaplane Base,Hydaburg,AK,548,963.93,1993
IGM,Kingman Airport,Kingman,AZ,650,1143.35,1993
IKO,Nikolski AS,Nikolski,AK,740.5,1302.53,1993
ILE,Skylark Field,Killeen,TX,409.96,721.11,1993
INT,Smith Reynolds,Winston-Salem,NC,438.05,770.52,1993
ISO,Kinston Regional Jetport at Stallings Field,Kinston,NC,427.38,751.75,1993
IWD,Gogebic-Iron County,Ironwood,MI,382.56,672.91,1993
IYK,Inyokern Airport,Inyokern,CA,576.44,1013.96,1993
JBR,Jonesboro Municipal,Jonesboro,AR,201.4,354.26,1993
JHW,Chautauqua County/Jamestown,Jamestown,NY,448.57,789.03,1993
KAE,Kake Seaplane Base,Kake,AK,478,840.8,1993
KEK,Ekwok Airport,Ekwok,AK,135,237.46,1993
KFP,False Pass Airport,False Pass,AK,418,735.26,1993
KGK,Koliganek Airport,Koliganek,AK,76,133.68,1993
KGX,Grayling Airport,Grayling,AK,380.13,668.64,1993
KKA,Koyuk Alfred Adams,Koyuk,AK,135,237.46,1993
KKH,Kongiganak Airport,Kongiganak,AK,110,193.49,1993
KLG,Kalskag Airport,Kalskag,AK,210.4,370.09,1993
KLL,Levelock Airport,Levelock,AK,282,496.04,1993
KLN,Larsen Bay Airport,Larsen Bay,AK,76.73,134.96,1993
KLW,Klawock Airport,Klawock,AK,759,1335.08,1993
KNW,New Stuyahok Airport,New Stuyahok,AK,61,107.3,1993
KOT,Kotlik Airport,Kotlik,AK,379.09,666.82,1993
KOZ,Ouzinkie Airport,Ouzinkie,AK,83,146,1993
KPN,Kipnuk Airport,Kipnuk,AK,248,436.23,1993
KPY,Port Bailey Airport,Port Bailey,AK,50,87.95,1993
KQA,Akutan Airport,Akutan,AK,155.27,273.11,1993
KSM,St. Mary's Airport,St. Mary's,AK,240.98,423.88,1993
KUK,Kasigluk Airport,Kasigluk,AK,61,107.3,1993
KVC,King Cove Airport,King Cove,AK,626.58,1102.15,1993
KWK,Kwigillingok Airport,Kwigillingok,AK,305.75,537.81,1993
KWN,Quinhagak Airport,Quinhagak,AK,50,87.95,1993
KWP,West Point Village,West Point,AK,163,286.72,1993
KWT,Kwethluk Airport,Kwethluk,AK,1361,2393.99,1993
KYK,Karluk Airport,Karluk,AK,150,263.85,1993
LAA,Lamar Municipal,Lamar,CO,648.2,1140.18,1993
LAF,Purdue University,Lafayette,IN,407.03,715.97,1993
LMT,Crater Lake Klamath Regional,Klamath Falls,OR,391.29,688.27,1993
LRU,Las Cruces International,Las Cruces,NM,675,1187.32,1993
LUP,Kalaupapa Airport,Kalaupapa,HI,57.13,100.48,1993
LWT,Lewistown Municipal,Lewistown,MT,737.33,1296.96,1993
MBL,Manistee County-Blacker,Manistee/Ludington,MI,353.25,621.36,1993
MCN,Middle Georgia Regional,Macon,GA,543.36,955.76,1993
MCW,Mason City Municipal,Mason City,IA,415.49,730.85,1993
MHE,Mitchell Municipal,Mitchell,SD,307,540.01,1993
MIE,Delaware County Regional,Muncie/Anderson/Newcastle,IN,497.33,874.81,1993
MKL,McKellar-Sipes Regional,Jackson,TN,513.08,902.51,1993
MKT,Mankato Regional,Mankato,MN,398.25,700.52,1993
MLL,Marshall Don Hunter Sr.,Marshall,AK,223.33,392.84,1993
MLS,Frank Wiley Field,Miles City,MT,377.33,663.73,1993
MNM,Menominee Regional,Marinette,MI,437.09,768.84,1993
MOD,Modesto City-County-Harry Sham Field,Modesto,CA,125,219.87,1993
MOU,Mountain Village Airport,Mountain Village,AK,226.89,399.1,1993
MTH,The Florida Keys Marathon International,Marathon,FL,305.28,536.98,1993
MTM,Metlakatala,Metlakatla,AK,485.14,853.36,1993
MUE,Waimea-Kohala,Kamuela,HI,39.3,69.12,1993
MWH,Grant County International,Moses Lake,WA,330.61,581.55,1993
NME,Nightmute Airport,Nightmute,AK,534,939.3,1993
NUP,Nunapitchuk Airport,Nunapitchuk,AK,92,161.83,1993
NYC,New York City Metropolitan Area,New York,NY,474.38,834.43,1993
ODW,A.J. Eisenberg,Oak Harbor,WA,447.38,786.94,1993
OFK,Norfolk Regional/Karl Stefan Memorial Field,Norfolk,NE,368.38,647.97,1993
OLH,Old Harbor Airport,Old Harbor,AK,60,105.54,1993
ORI,Port Lions Airport,Port Lions,AK,92,161.83,1993
ORV,Robert/Bob/Curtis Memorial,Noorvik,AK,661,1162.69,1993
OSH,Wittman Regional,Oshkosh,WI,422.7,743.53,1993
OTG,Worthington Municipal,Worthington,MN,419,737.02,1993
OTM,Ottumwa Regional,Ottumwa,IA,518.75,912.48,1993
OXR,Oxnard,Oxnard/Ventura,CA,413.42,727.21,1993
PFN,Bay County,Panama City,FL,443.4,779.94,1993
PHO,Point Hope Airport,Point Hope,AK,520,914.68,1993
PIZ,Point Lay LRRS,Point Lay,AK,1030,1811.76,1993
PKB,Mid-Ohio Valley Regional,Parkersburg,WV,515.63,906.98,1993
PLB,Clinton County,Plattsburgh,NY,487.41,857.36,1993
PMD,Palmdale USAF Plant 42,Palmdale,CA,627.6,1103.94,1993
PNC,Ponca City Regional,Ponca City,OK,337.26,593.24,1993
POU,Hudson Valley Regional,Poughkeepsie,NY,378.23,665.31,1993
PRX,Cox Field,Paris,TX,924.75,1626.63,1993
PTH,Port Heiden Airport,Port Heiden,AK,522.67,919.37,1993
RDG,Reading Regional/Carl A Spaatz Field,Reading,PA,523.81,921.37,1993
RDV,Red Devil Airport,Red Devil,AK,165.5,291.11,1993
RIW,Riverton Regional,Riverton/Lander,WY,408.82,719.1,1993
ROR,Babelthuap,Koror,Pa,568.17,999.41,1993
RSH,Russian Mission Airport,Russian Mission,AK,183.71,323.15,1993
RWI,Rocky Mount-Wilson Regional,Rocky Mount,NC,490.57,862.91,1993
SBS,Steamboat Springs/Bob Adams Field,Steamboat Springs,CO,415.6,731.03,1993
SCM,Scammon Bay Airport,Scammon Bay,AK,134.12,235.91,1993
SGY,Skagway Airport,Skagway,AK,443,779.23,1993
SHR,Sheridan County,Sheridan,WY,401.72,706.62,1993
SHX,Shageluk Airport,Shageluk,AK,325.33,572.26,1993
SKK,Shaktoolik Airport,Shaktoolik,AK,654,1150.38,1993
SLE,McNary Field,Salem,OR,125,219.87,1993
SLQ,Sleetmute Airport,Sleetmute,AK,101.2,178.01,1993
SMK,St. Michael Airport,St. Michael,AK,124.67,219.29,1993
SNY,Sidney Municipal/Lloyd W. Carr Field,Sidney,NE,331.67,583.4,1993
SOP,Moore County,Pinehurst/Southern Pines,NC,325.74,572.98,1993
SPW,Spencer Municipal,Spencer,IA,414.4,728.93,1993
SQI,Whiteside County-Jos H. Bittorf Field,Sterling/Rockfalls,IL,530.2,932.62,1993
SRV,Stony River Airport,Stony River,AK,116,204.04,1993
STG,St. George Island Airport,St. George Island,AK,562.41,989.27,1993
SVS,Stevens Village Airport,Stevens Village,AK,440,773.96,1993
SWD,Seward Airport,Seward,AK,499,877.74,1993
SXP,Nunam Iqua,Sheldon Point,AK,70,123.13,1993
SYA,Eareckson AS,Shemya,AK,741.18,1303.73,1993
TCL,Tuscaloosa Regional,Tuscaloosa,AL,366.25,644.23,1993
TKE,Tenakee Airport,Tenakee,AK,566,995.59,1993
TLT,Tuluksak Airport,Tuluksak,AK,336.5,591.9,1993
TNK,Tununak Airport,Tununak,AK,119.18,209.64,1993
TOG,Togiak Airport,Togiak,AK,145.71,256.31,1993
TSS,East 34th Street Heliport,New York,NY,1264,2223.37,1993
TUP,Tupelo Regional,Tupelo,MS,481.7,847.3,1993
TVL,Lake Tahoe Airport,Lake Tahoe,CA,220.67,388.16,1993
UCA,Oneida County,Utica/Rome,NY,412.79,726.1,1993
UNK,Unalakleet Airport,Unalakleet,AK,363.85,640,1993
VAK,Chevak Airport,Chevak,AK,142.07,249.9,1993
VIS,Visalia Municipal,Visalia,CA,276.92,487.11,1993
VRB,Vero Beach Regional,Vero Beach,FL,341.3,600.34,1993
WAS,Washington DC Metropolitan Area,Washington,DC,411.19,723.29,1993
WBB,Stebbins Airport,Stebbins,AK,435,765.16,1993
WDG,Enid Woodring Regional,Enid,OK,440.43,774.71,1993
WMH,Baxter County,Mountain Home,AR,333.95,587.42,1993
WNA,Napakiak Airport,Napakiak,AK,225,395.77,1993
WRL,Worland Municipal,Worland,WY,465.45,818.72,1993
WWT,Newtok Airport,Newtok,AK,73.5,129.29,1993
YKN,Chan Gurney Municipal,Yankton,SD,329.83,580.17,1993
LAX,Los Angeles International,Los Angeles,CA,330.77,567.54,1994
ORD,Chicago O'Hare International,Chicago-O'Hare,IL,408.35,700.65,1994
DEN,Denver International,Denver,CO,388.73,666.99,1994
ATL,Hartsfield-Jackson Atlanta International,Atlanta,GA,351.09,602.42,1994
SFO,San Francisco International,San Francisco,CA,385.58,661.58,1994
BOS,Logan International,Boston,MA,363.82,624.26,1994
SEA,Seattle/Tacoma International,Seattle,WA,329.1,564.69,1994
EWR,Newark Liberty International,Newark,NJ,376.5,646,1994
DFW,Dallas/Fort Worth International,Dallas-DFW,TX,428.32,734.92,1994
JFK,John F. Kennedy International,New York-JFK,NY,395.51,678.62,1994
LGA,LaGuardia,New York-La Guardia,NY,351.38,602.91,1994
PHX,Phoenix Sky Harbor International,Phoenix,AZ,205.35,352.35,1994
MCO,Orlando International,Orlando,FL,339.21,582.03,1994
MSP,Minneapolis-St Paul International,Minneapolis,MN,453.24,777.69,1994
LAS,McCarran International,Las Vegas,NV,140.98,241.9,1994
PHL,Philadelphia International,Philadelphia,PA,427.91,734.23,1994
SAN,San Diego International,San Diego,CA,250.81,430.35,1994
DTW,Detroit Metro Wayne County,Detroit,MI,342.5,587.67,1994
BWI,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,310.93,533.51,1994
FLL,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,282.76,485.17,1994
DCA,Ronald Reagan Washington National,Washington-Reagan National,DC,345.53,592.86,1994
IAH,George Bush Intercontinental/Houston,Houston-Intercontinental,TX,385.43,661.33,1994
PDX,Portland International,Portland,OR,323.9,555.75,1994
TPA,Tampa International,Tampa,FL,305.38,523.97,1994
AUS,Austin - Bergstrom International,Austin,TX,228.97,392.87,1994
SLC,Salt Lake City International,Salt Lake City,UT,286.29,491.23,1994
SJC,Norman Y. Mineta San Jose International,San Jose,CA,281.19,482.48,1994
MDW,Chicago Midway International,Chicago-Midway,IL,162.39,278.64,1994
CLT,Charlotte Douglas International,Charlotte,NC,387.05,664.11,1994
MIA,Miami International,Miami,FL,332.76,570.96,1994
OAK,Metropolitan Oakland International,Oakland,CA,190.15,326.26,1994
RDU,Raleigh-Durham International,Raleigh/Durham,NC,411.52,706.1,1994
SMF,Sacramento International,Sacramento,CA,248.43,426.26,1994
BNA,Nashville International,Nashville,TN,322.4,553.18,1994
STL,St Louis Lambert International,St. Louis,MO,272.59,467.71,1994
MCI,Kansas City International,Kansas City,MO,257.87,442.46,1994
DAL,Dallas Love Field,Dallas-Love Field,TX,70.16,120.38,1994
IAD,Washington Dulles International,Washington-Dulles,DC,503.85,864.52,1994
HNL,Daniel K Inouye International,Honolulu,HI,124.46,213.56,1994
IND,Indianapolis International,Indianapolis,IN,289.92,497.45,1994
CLE,Cleveland-Hopkins International,Cleveland,OH,296.96,509.54,1994
MSY,Louis Armstrong New Orleans International,New Orleans,LA,215.83,370.33,1994
PIT,Pittsburgh International,Pittsburgh,PA,401.51,688.93,1994
SNA,John Wayne Airport-Orange County,Santa Ana,CA,373.33,640.57,1994
HOU,William P Hobby,Houston-Hobby,TX,125.94,216.1,1994
CVG,Cincinnati/Northern Kentucky International,Cincinnati,OH,438.33,752.1,1994
SAT,San Antonio International,San Antonio,TX,205.45,352.52,1994
CMH,John Glenn Columbus International,Columbus,OH,302.36,518.8,1994
MKE,General Mitchell International,Milwaukee,WI,338.56,580.92,1994
BDL,Bradley International,Hartford,CT,425.94,730.84,1994
SJU,Luis Munoz Marin International,San Juan,PR,287.68,493.61,1994
RSW,Southwest Florida International,Fort Myers,FL,341.31,585.64,1994
JAX,Jacksonville International,Jacksonville,FL,307.75,528.04,1994
BUR,Bob Hope,Burbank,CA,152.29,261.3,1994
BUF,Buffalo Niagara International,Buffalo,NY,312.34,535.92,1994
PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,366.1,628.17,1994
ONT,Ontario International,Ontario,CA,241.79,414.87,1994
OMA,Eppley Airfield,Omaha,NE,378.25,649.02,1994
ABQ,Albuquerque International Sunport,Albuquerque,NM,175.31,300.8,1994
PVD,Theodore Francis Green State,Providence,RI,373.93,641.59,1994
MEM,Memphis International,Memphis,TN,378.29,649.08,1994
RIC,Richmond International,Richmond,VA,423.54,726.72,1994
OKC,Will Rogers World,Oklahoma City,OK,221.74,380.47,1994
BOI,Boise Air Terminal,Boise,ID,325.48,558.47,1994
LGB,Long Beach Airport,Long Beach,CA,241.25,413.95,1994
GEG,Spokane International,Spokane,WA,274.08,470.27,1994
ORF,Norfolk International,Norfolk,VA,289.99,497.58,1994
ANC,Ted Stevens Anchorage International,Anchorage,AK,399.16,684.9,1994
SDF,Louisville International-Standiford Field,Louisville,KY,288.95,495.78,1994
CHS,Charleston AFB/International,Charleston,SC,309.43,530.93,1994
GRR,Gerald R. Ford International,Grand Rapids,MI,378.74,649.86,1994
RNO,Reno/Tahoe International,Reno,NV,161.48,277.07,1994
TUS,Tucson International,Tucson,AZ,271.03,465.04,1994
OGG,Kahului Airport,Kahului,HI,58.24,99.93,1994
ELP,El Paso International,El Paso,TX,149.7,256.86,1994
ALB,Albany International,Albany,NY,405.8,696.28,1994
TUL,Tulsa International,Tulsa,OK,217.66,373.47,1994
DSM,Des Moines International,Des Moines,IA,397.28,681.66,1994
BHM,Birmingham-Shuttlesworth International,Birmingham,AL,332.87,571.15,1994
ROC,Greater Rochester International,Rochester,NY,377.8,648.25,1994
SYR,Syracuse Hancock International,Syracuse,NY,392.54,673.53,1994
GSP,Greenville-Spartanburg International,Greer,SC,414.71,711.57,1994
MSN,Dane County Regional-Truax Field,Madison,WI,410.52,704.38,1994
PWM,Portland International Jetport,Portland,ME,426.41,731.65,1994
LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,240.61,412.84,1994
MHT,Manchester-Boston Regional,Manchester,NH,458.15,786.1,1994
SAV,Savannah/Hilton Head International,Savannah,GA,386.53,663.21,1994
TYS,McGhee Tyson,Knoxville,TN,458.98,787.53,1994
KOA,Ellison Onizuka Kona International at Keahole,Kona,HI,57,97.81,1994
ISP,Long Island MacArthur,Islip,NY,312.17,535.63,1994
LIH,Lihue Airport,Lihue,HI,47.32,81.2,1994
GSO,Piedmont Triad International,Greensboro/High Point,NC,267.22,458.5,1994
PNS,Pensacola International,Pensacola,FL,362.22,621.5,1994
HPN,Westchester County,White Plains,NY,486.47,834.7,1994
ICT,Wichita Dwight D Eisenhower National,Wichita,KS,380.27,652.48,1994
COS,City of Colorado Springs Municipal,Colorado Springs,CO,364.31,625.09,1994
PIE,St Pete Clearwater International,St. Petersburg,FL,179.64,308.23,1994
DAY,James M Cox/Dayton International,Dayton,OH,348.82,598.52,1994
FAT,Fresno Yosemite International,Fresno,CA,323.75,555.5,1994
BTV,Burlington International,Burlington,VT,427.57,733.64,1994
MDT,Harrisburg International,Harrisburg,PA,423.05,725.89,1994
LEX,Blue Grass,Lexington,KY,419.36,719.55,1994
PSP,Palm Springs International,Palm Springs,CA,393.15,674.58,1994
MYR,Myrtle Beach International,Myrtle Beach,SC,340.48,584.21,1994
CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,403.03,691.52,1994
MAF,Midland International Air and Space Port,Midland/Odessa,TX,117.08,200.9,1994
EUG,Mahlon Sweet Field,Eugene,OR,303.99,521.59,1994
SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,354.49,608.24,1994
FSD,Joe Foss Field,Sioux Falls,SD,357.14,612.79,1994
CHA,Lovell Field,Chattanooga,TN,458.49,786.69,1994
HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,501.94,861.23,1994
CAE,Columbia Metropolitan,Columbia,SC,404.6,694.23,1994
AVL,Asheville Regional,Asheville,NC,336.4,577.21,1994
MFR,Rogue Valley International - Medford,Medford,OR,392.76,673.91,1994
SGF,Springfield-Branson National,Springfield,MO,350.01,600.56,1994
BZN,Bozeman Yellowstone International,Bozeman,MT,427.58,733.66,1994
BLI,Bellingham International,Bellingham,WA,291.12,499.51,1994
ILM,Wilmington International,Wilmington,NC,357.15,612.8,1994
ITO,Hilo International,Hilo,HI,45.16,77.49,1994
LBB,Lubbock Preston Smith International,Lubbock,TX,128.52,220.51,1994
CAK,Akron-Canton Regional,Akron,OH,378.9,650.13,1994
VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,478,820.17,1994
FAI,Fairbanks International,Fairbanks,AK,339.54,582.6,1994
JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,454.58,779.97,1994
ACY,Atlantic City International,Atlantic City,NJ,116.28,199.52,1994
TTN,Trenton Mercer,Trenton,NJ,279.25,479.15,1994
ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,472.04,809.94,1994
FAR,Hector International,Fargo,ND,365.12,626.47,1994
PSC,Tri Cities,Pasco/Kennewick/Richland,WA,505.1,866.66,1994
FWA,Fort Wayne International,Fort Wayne,IN,396.74,680.74,1994
RDM,Roberts Field,Bend/Redmond,OR,376.74,646.42,1994
BIL,Billings Logan International,Billings,MT,380.41,652.72,1994
FNT,Bishop International,Flint,MI,386.66,663.44,1994
SBN,South Bend International,South Bend,IN,386.59,663.32,1994
MSO,Missoula International,Missoula,MT,418.52,718.11,1994
MLI,Quad City International,Moline,IL,380.5,652.87,1994
PIA,General Downing - Peoria International,Peoria,IL,383.83,658.59,1994
BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,367.09,629.86,1994
CHO,Charlottesville Albemarle,Charlottesville,VA,452.51,776.43,1994
SBA,Santa Barbara Municipal,Santa Barbara,CA,466.51,800.45,1994
MFE,McAllen Miller International,Mission/McAllen/Edinburg,TX,287.73,493.7,1994
TLH,Tallahassee International,Tallahassee,FL,365.91,627.84,1994
ATW,Appleton International,Appleton,WI,473.52,812.47,1994
AMA,Rick Husband Amarillo International,Amarillo,TX,146.46,251.29,1994
DAB,Daytona Beach International,Daytona Beach,FL,384.57,659.85,1994
AGS,Augusta Regional at Bush Field,Augusta,GA,474.67,814.44,1994
CRP,Corpus Christi International,Corpus Christi,TX,197.87,339.51,1994
BQN,Rafael Hernandez,Aguadilla,PR,248.72,426.75,1994
