code,name,city,state,fare,adj_fare,year
HVN,Tweed New Haven,New Haven,CT,426.96,604.1,2002
CSG,Columbus Airport,Columbus,GA,426.96,604.11,2002
ABY,Southwest Georgia Regional,Albany,GA,506.89,717.2,2002
OME,Nome Airport,Nome,AK,448.02,633.9,2002
OTZ,Ralph Wien Memorial,Kotzebue,AK,445.25,629.98,2002
BRW,Wiley Post/Will Rogers Memorial,Barrow,AK,454.08,642.48,2002
COD,Yellowstone Regional,Cody,WY,485.06,686.31,2002
BJI,Bemidji Regional,Bemidji,MN,434.03,614.11,2002
HDN,Yampa Valley,Hayden,CO,462.51,654.41,2002
PPG,Pago Pago International,Pago Pago,TT,661.23,935.57,2002
ABR,Aberdeen Regional,Aberdeen,SD,426.98,604.14,2002
BQK,Brunswick Golden Isles,Brunswick,GA,351.45,497.27,2002
SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,539.81,763.79,2002
BPT,Jack Brooks Regional,Beaumont/Port Arthur,TX,371.94,526.26,2002
STC,St. Cloud Regional,St. Cloud,MN,476.25,673.85,2002
BTM,Bert Mooney,Butte,MT,407.77,576.95,2002
ART,Watertown International,Watertown,NY,568.43,804.27,2002
HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,419.04,592.9,2002
OGS,Ogdensburg International,Ogdensburg,NY,378.61,535.7,2002
GGG,East Texas Regional,Longview,TX,400.63,566.86,2002
GCC,Gillette Campbell County,Gillette,WY,666.84,943.51,2002
GCK,Garden City Regional,Garden City,KS,460.09,650.98,2002
MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,411.5,582.23,2002
CIU,Chippewa County International,Sault Ste. Marie,MI,381.31,539.52,2002
SPN,Francisco C. Ada Saipan International,Saipan,TT,400.09,566.09,2002
RHI,Rhinelander/Oneida County,Rhinelander,WI,431.8,610.95,2002
RKS,Southwest Wyoming Regional,Rock Springs,WY,650.07,919.79,2002
BRD,Brainerd Lakes Regional,Brainerd,MN,472.17,668.08,2002
IPT,Williamsport Regional,Williamsport,PA,428.51,606.3,2002
EAU,Chippewa Valley Regional,Eau Claire,WI,439.14,621.34,2002
HOB,Lea County Regional,Hobbs,NM,289,408.91,2002
ALO,Waterloo Regional,Waterloo,IA,390.87,553.04,2002
MEI,Key Field,Meridian,MS,430.58,609.23,2002
PAH,Barkley Regional,Paducah,KY,374.96,530.53,2002
PLN,Pellston Regional Airport of Emmet County,Pellston,MI,390.4,552.39,2002
DUT,Unalaska Airport,Unalaska,AK,651.7,922.1,2002
CMX,Houghton County Memorial,Hancock/Houghton,MI,438.81,620.87,2002
IMT,Ford,Iron Mountain/Kingsfd,MI,559.24,791.27,2002
OWB,Owensboro Daviess County Regional,Owensboro,KY,362.02,512.22,2002
HHH,Hilton Head Airport,Hilton Head,SC,416.8,589.73,2002
MKG,Muskegon County,Muskegon,MI,388.95,550.33,2002
EKO,Elko Regional,Elko,NV,348.41,492.97,2002
LAR,Laramie Regional,Laramie,WY,606.62,858.31,2002
DIK,Dickinson - Theodore Roosevelt Regional,Dickinson,ND,583.81,826.04,2002
ESC,Delta County,Escanaba,MI,369.63,522.99,2002
PSG,Petersburg James A Johnson,Petersburg,AK,303.39,429.27,2002
HIB,Range Regional,Hibbing,MN,464.99,657.91,2002
CDC,Cedar City Regional,Cedar City,UT,381.51,539.8,2002
BFF,Western Neb. Regional/William B. Heilig Field,Scottsbluff,NE,613.79,868.46,2002
LBF,North Platte Regional Airport Lee Bird Field,North Platte,NE,522.4,739.15,2002
SHD,Shenandoah Valley Regional,Staunton,VA,469.74,664.64,2002
CDV,Merle K Mudhole Smith,Cordova,AK,317.39,449.08,2002
HYS,Hays Regional,Hays,KS,458.53,648.78,2002
GUC,Gunnison-Crested Butte Regional,Gunnison,CO,405.66,573.98,2002
SLN,Salina Regional,Salina,KS,407.5,576.57,2002
JMS,Jamestown Regional,Jamestown,ND,751.67,1063.54,2002
WRG,Wrangell Airport,Wrangell,AK,318.07,450.05,2002
CGI,Cape Girardeau Regional,Cape Girardeau,MO,331.47,468.99,2002
AKN,King Salmon Airport,King Salmon,AK,407.83,577.04,2002
UIN,Quincy Regional-Baldwin Field,Quincy,IL,386.61,547.02,2002
APN,Alpena County Regional,Alpena,MI,387.37,548.1,2002
PUB,Pueblo Memorial,Pueblo,CO,198.87,281.39,2002
INL,Falls International Einarson Field,International Falls,MN,418.88,592.68,2002
PRC,Ernest A. Love Field,Prescott,AZ,763,1079.57,2002
PIB,Hattiesburg-Laurel Regional,Hattiesburg/Laurel,MS,305.63,432.43,2002
VEL,Vernal Regional,Vernal,UT,541.18,765.72,2002
TBN,Waynesville-St. Robert Regional Forney Field,Fort Leonard Wood,MO,325.04,459.89,2002
CNY,Canyonlands Field,Moab,UT,1069.75,1513.6,2002
DLG,Dillingham Airport,Dillingham,AK,402.5,569.5,2002
DVL,Devils Lake Regional,Devils Lake,ND,588.78,833.07,2002
MKK,Molokai,Hoolehua,HI,57.59,81.48,2002
ENA,Kenai Municipal,Kenai,AK,533.4,754.72,2002
HYA,Barnstable Municipal-Boardman/Polando Field,Hyannis,MA,600.27,849.33,2002
OTH,Southwest Oregon Regional,North Bend/Coos Bay,OR,302.17,427.54,2002
PQI,Northern Maine Regional at Presque Isle,Presque Isle/Houlton,ME,400.93,567.28,2002
YAK,Yakutat Airport,Yakutat,AK,334.39,473.13,2002
LWB,Greenbrier Valley,Lewisburg,WV,435.83,616.66,2002
LBL,Liberal Mid-America Regional,Liberal,KS,318.17,450.18,2002
EAR,Kearney Regional,Kearney,NE,661.79,936.37,2002
LNY,Lanai Airport,Lanai,HI,65.66,92.9,2002
HOM,Homer Airport,Homer,AK,665.8,942.05,2002
LEB,Lebanon Municipal,Lebanon-Hanover,NH,493.67,698.49,2002
MWA,Veterans Airport of Southern Illinois,Marion/Herrin,IL,399.92,565.85,2002
JHM,Kapalua Airport,Kapalua,HI,140.6,198.94,2002
AUG,Augusta State,Augusta/Waterville,ME,369.56,522.89,2002
RUT,Rutland - Southern Vermont Regional,Rutland,VT,271.63,384.32,2002
PVC,Provincetown Municipal,Provincetown,MA,375.71,531.6,2002
GST,Gustavus Airport,Gustavus,AK,602.5,852.48,2002
RKD,Knox County Regional,Rockland,ME,375.57,531.4,2002
BHB,Hancock County-Bar Harbor,Bar Harbor,ME,344.69,487.7,2002
ALS,San Luis Valley Regional/Bergman Field,Alamosa,CO,507.38,717.9,2002
CDB,Cold Bay Airport,Cold Bay,AK,782.8,1107.59,2002
SLK,Adirondack Regional,Saranac Lake/Lake Placid,NY,351.5,497.34,2002
CYS,Cheyenne Regional/Jerry Olson Field,Cheyenne,WY,582.78,824.58,2002
IRK,Kirksville Regional,Kirksville,MO,334.36,473.09,2002
DEC,Decatur Airport,Decatur,IL,300.39,425.03,2002
ADK,Adak,Adak Island,AK,1091.67,1544.61,2002
DDC,Dodge City Regional,Dodge City,KS,562.29,795.58,2002
VDZ,Valdez Pioneer Field,Valdez,AK,707.85,1001.54,2002
SDY,Sidney Richland Regional,Sidney,MT,467.33,661.23,2002
SDP,Sand Point,Sandpoint,AK,797.29,1128.09,2002
MAZ,Eugenio Maria de Hostos,Mayaguez,PR,391.54,553.99,2002
PIR,Pierre Regional,Pierre,SD,473.18,669.51,2002
CEZ,Cortez Municipal,Cortez,CO,703.18,994.94,2002
IFP,Laughlin/Bullhead International,Bullhead City,AZ,231,326.84,2002
IPL,Imperial County,El Centro,CA,401.11,567.53,2002
MCK,McCook Ben Nelson Regional,McCook,NE,505,714.53,2002
PDT,Eastern Oregon Regional at Pendleton,Pendleton,OR,284.89,403.09,2002
CDR,Chadron Municipal,Chadron,NE,602.67,852.72,2002
TEX,Telluride Regional,Telluride,CO,656.83,929.35,2002
GGW,Wokal Field/Glasgow International,Glasgow,MT,661.2,935.54,2002
ATY,Watertown Regional,Watertown,SD,378.67,535.79,2002
TVF,Thief River Falls Regional,Thief River Falls,MN,451.25,638.48,2002
MSS,Massena International-Richards Field,Massena,NY,470.93,666.33,2002
SNP,St. Paul Island,St. Paul,AK,756.14,1069.87,2002
CNM,Cavern City Air Terminal,Carlsbad,NM,989.2,1399.63,2002
GDV,Dawson Community,Glendive,MT,352,498.05,2002
OLF,L. M. Clayton,Wolf Point,MT,607.67,859.79,2002
MSL,Northwest Alabama Regional,Muscle Shoals,AL,241.42,341.58,2002
AOO,Altoona-Blair County,Altoona,PA,433.41,613.23,2002
DUJ,DuBois Regional,DuBois,PA,475.48,672.77,2002
AIA,Alliance Municipal,Alliance,NE,569.2,805.37,2002
PGA,Page Municipal,Page,AZ,644,911.2,2002
MGW,Morgantown Municipal-Walter L. Bill Hart Field,Morgantown,WV,557.7,789.09,2002
HVR,Havre City-County,Havre,MT,786.33,1112.59,2002
GLH,Greenville Mid Delta,Greenville,MS,413.72,585.38,2002
SVC,Grant County,Silver City/Hurley,NM,426,602.75,2002
CVN,Clovis Municipal,Clovis,NM,276,390.51,2002
JST,John Murtha Johnstown-Cambria County,Johnstown,PA,506.35,716.44,2002
BFD,Bradford Regional,Bradford,PA,507.07,717.45,2002
MCG,McGrath Airport,McGrath,AK,615,870.17,2002
VCT,Victoria Regional,Victoria,TX,385.31,545.17,2002
YNG,Youngstown-Warren Regional,Youngstown/Warren,OH,318.61,450.8,2002
LNS,Lancaster Airport,Lancaster,PA,336.01,475.43,2002
FKL,Venango Regional,Franklin/Oil City,PA,341.25,482.83,2002
WMO,White Mountain Airport,White Mountain,AK,343,485.31,2002
OOK,Toksook Bay,Toksook,AK,312,441.45,2002
AHN,Athens/Ben Epps,Athens,GA,493.13,697.73,2002
AKB,Atka Airport,Atka,AK,1417,2004.92,2002
ALM,Alamogordo White Sands Regional,Alamogordo,NM,2470,3494.82,2002
ANI,Aniak Airport,Aniak,AK,1031.86,1459.98,2002
APF,Naples Municipal,Naples,FL,477.98,676.29,2002
AUK,Alakanuk Airport,Alakanuk,AK,1186,1678.08,2002
BED,Laurence G Hanscom Field,Bedford,MA,358.66,507.47,2002
BKW,Raleigh County Memorial,Beckley,WV,304.88,431.37,2002
BKX,Brookings Regional,Brookings,SD,454.6,643.22,2002
BLF,Mercer County,Princeton/Bluefield,WV,350.86,496.44,2002
BRL,Southeast Iowa Regional,Burlington,IA,424.62,600.79,2002
BWD,Brownwood Regional,Brownwood,TX,445.75,630.69,2002
CBE,Greater Cumberland Regional,Cumberland,MD,113,159.88,2002
CEC,Jack McNamara Field,Crescent City,CA,329.65,466.42,2002
CGA,Craig Seaplane Base,Craig,AK,706.5,999.63,2002
CIC,Chico Municipal,Chico,CA,486.96,689,2002
CLD,McClellan-Palomar,Carlsbad,CA,415.96,588.54,2002
CLM,William R. Fairchild International,Port Angeles,WA,281.83,398.77,2002
EEK,Eek Airport,Eek,AK,451,638.12,2002
EFD,Ellington,Houston,TX,387.97,548.94,2002
FMN,Four Corners Regional,Farmington,NM,568.05,803.74,2002
FOD,Fort Dodge Regional,Fort Dodge,IA,316.48,447.79,2002
FOE,Topeka Regional,Topeka,KS,116,164.13,2002
FYU,Fort Yukon Airport,Fort Yukon,AK,276,390.51,2002
GAM,Gambell Airport,Gambell,AK,942,1332.84,2002
GBD,Great Bend Municipal,Great Bend,KS,381.2,539.36,2002
GON,Groton-New London,New London/Groton,CT,531.77,752.41,2002
GPZ,Grand Rapids/Itasca County-Gordon Newstrom Field,Grand Rapids,MN,544.47,770.38,2002
GYY,Gary/Chicago International,Gary,IN,114.81,162.45,2002
HKY,Hickory Regional,Hickory,NC,629.07,890.07,2002
HNH,Hoonah Airport,Hoonah,AK,171,241.95,2002
HNS,Haines Airport,Haines,AK,432.33,611.71,2002
HON,Huron Regional,Huron,SD,431.2,610.11,2002
HOT,Memorial Field,Hot Springs,AR,902,1276.25,2002
HPB,Hooper Bay Airport,Hooper Bay,AK,495,700.38,2002
HRO,Boone County,Harrison,AR,385.25,545.09,2002
HYL,Hollis Seaplane Base,Hollis,AK,460,650.86,2002
ILE,Skylark Field,Killeen,TX,366.09,517.98,2002
IWD,Gogebic-Iron County,Ironwood,MI,372.2,526.63,2002
IYK,Inyokern Airport,Inyokern,CA,647.1,915.59,2002
JBR,Jonesboro Municipal,Jonesboro,AR,409,578.7,2002
JHW,Chautauqua County/Jamestown,Jamestown,NY,400.29,566.37,2002
JON,Johnston Atoll,Johnston Island,TT,514.72,728.28,2002
KAE,Kake Seaplane Base,Kake,AK,313,442.87,2002
KCG,Chignik Bay Airport,Chignik Bay,AK,1335,1888.9,2002
KGK,Koliganek Airport,Koliganek,AK,750,1061.18,2002
KKH,Kongiganak Airport,Kongiganak,AK,392,554.64,2002
KLW,Klawock Airport,Klawock,AK,845,1195.6,2002
KMO,Manokatak Seaplane Base,Manokotak,AK,472,667.84,2002
KQA,Akutan Airport,Akutan,AK,677.39,958.44,2002
KVC,King Cove Airport,King Cove,AK,736,1041.37,2002
KVL,Kivalina Airport,Kivalina,AK,966,1366.8,2002
KWK,Kwigillingok Airport,Kwigillingok,AK,1079,1526.68,2002
LAF,Purdue University,Lafayette,IN,349.96,495.17,2002
LMT,Crater Lake Klamath Regional,Klamath Falls,OR,294.92,417.28,2002
LWT,Lewistown Municipal,Lewistown,MT,368,520.69,2002
MBL,Manistee County-Blacker,Manistee/Ludington,MI,396.17,560.54,2002
MCN,Middle Georgia Regional,Macon,GA,446.53,631.8,2002
MCW,Mason City Municipal,Mason City,IA,306.82,434.12,2002
MKL,McKellar-Sipes Regional,Jackson,TN,427.44,604.79,2002
MLS,Frank Wiley Field,Miles City,MT,544.33,770.18,2002
MOD,Modesto City-County-Harry Sham Field,Modesto,CA,487.63,689.96,2002
MTM,Metlakatala,Metlakatla,AK,685,969.21,2002
MWH,Grant County International,Moses Lake,WA,343.11,485.47,2002
MYU,Mekoryuk Airport,Mekoryuk,AK,491.5,695.43,2002
NME,Nightmute Airport,Nightmute,AK,580,820.65,2002
NUP,Nunapitchuk Airport,Nunapitchuk,AK,561,793.76,2002
OFK,Norfolk Regional/Karl Stefan Memorial Field,Norfolk,NE,454,642.37,2002
ORV,Robert/Bob/Curtis Memorial,Noorvik,AK,630,891.39,2002
OSH,Wittman Regional,Oshkosh,WI,365.17,516.68,2002
OXR,Oxnard,Oxnard/Ventura,CA,501.1,709.01,2002
PFN,Bay County,Panama City,FL,422.01,597.11,2002
PKB,Mid-Ohio Valley Regional,Parkersburg,WV,573.44,811.36,2002
PLB,Clinton County,Plattsburgh,NY,426.31,603.19,2002
PNC,Ponca City Regional,Ponca City,OK,461,652.27,2002
RDG,Reading Regional/Carl A Spaatz Field,Reading,PA,495.92,701.68,2002
RIW,Riverton Regional,Riverton/Lander,WY,580.6,821.5,2002
RSH,Russian Mission Airport,Russian Mission,AK,691,977.7,2002
SHG,Shungnak Airport,Shungnak,AK,755,1068.25,2002
SHR,Sheridan County,Sheridan,WY,616.65,872.5,2002
SMK,St. Michael Airport,St. Michael,AK,855,1209.75,2002
SOP,Moore County,Pinehurst/Southern Pines,NC,468.18,662.43,2002
STG,St. George Island Airport,St. George Island,AK,1392.5,1970.26,2002
TAL,Ralph M Calhoun Memorial,Tanana,AK,214,302.79,2002
TLA,Teller Airport,Teller,AK,516,730.09,2002
TNK,Tununak Airport,Tununak,AK,665.75,941.97,2002
TOG,Togiak Airport,Togiak,AK,566,800.84,2002
TUP,Tupelo Regional,Tupelo,MS,438.31,620.17,2002
UNK,Unalakleet Airport,Unalakleet,AK,666.33,942.8,2002
VAK,Chevak Airport,Chevak,AK,519,734.34,2002
VIS,Visalia Municipal,Visalia,CA,481.17,680.81,2002
WAS,Washington DC Metropolitan Area,Washington,DC,152,215.07,2002
WBB,Stebbins Airport,Stebbins,AK,855,1209.75,2002
WDG,Enid Woodring Regional,Enid,OK,495.5,701.09,2002
WRL,Worland Municipal,Worland,WY,610.33,863.57,2002
WTK,Noatak Airport,Noatak,AK,665,940.91,2002
WTL,Tuntutuliak Airport,Tuntutuliak,AK,545,771.12,2002
WWT,Newtok Airport,Newtok,AK,306,432.96,2002
LAX,Los Angeles International,Los Angeles,CA,342.03,470.46,2003
ORD,Chicago O'Hare International,Chicago-O'Hare,IL,325.41,447.59,2003
DEN,Denver International,Denver,CO,348.42,479.24,2003
ATL,Hartsfield-Jackson Atlanta International,Atlanta,GA,332.16,456.88,2003
SFO,San Francisco International,San Francisco,CA,438.06,602.54,2003
BOS,Logan International,Boston,MA,374.12,514.59,2003
SEA,Seattle/Tacoma International,Seattle,WA,317.28,436.42,2003
EWR,Newark Liberty International,Newark,NJ,425.59,585.39,2003
DFW,Dallas/Fort Worth International,Dallas-DFW,TX,406.42,559.02,2003
JFK,John F. Kennedy International,New York-JFK,NY,316.56,435.42,2003
LGA,LaGuardia,New York-La Guardia,NY,327.12,449.95,2003
PHX,Phoenix Sky Harbor International,Phoenix,AZ,250.42,344.45,2003
MCO,Orlando International,Orlando,FL,287.89,395.98,2003
MSP,Minneapolis-St Paul International,Minneapolis,MN,393.3,540.98,2003
LAS,McCarran International,Las Vegas,NV,230.03,316.39,2003
PHL,Philadelphia International,Philadelphia,PA,390.74,537.46,2003
SAN,San Diego International,San Diego,CA,291.78,401.33,2003
DTW,Detroit Metro Wayne County,Detroit,MI,341.58,469.84,2003
BWI,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,268.02,368.66,2003
FLL,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,260.21,357.91,2003
DCA,Ronald Reagan Washington National,Washington-Reagan National,DC,362.52,498.64,2003
IAH,George Bush Intercontinental/Houston,Houston-Intercontinental,TX,377.69,519.51,2003
PDX,Portland International,Portland,OR,301.44,414.62,2003
TPA,Tampa International,Tampa,FL,282.51,388.59,2003
AUS,Austin - Bergstrom International,Austin,TX,322.52,443.61,2003
SLC,Salt Lake City International,Salt Lake City,UT,301.72,415,2003
SJC,Norman Y. Mineta San Jose International,San Jose,CA,253.97,349.32,2003
MDW,Chicago Midway International,Chicago-Midway,IL,218.73,300.86,2003
CLT,Charlotte Douglas International,Charlotte,NC,466.71,641.95,2003
MIA,Miami International,Miami,FL,368.38,506.7,2003
OAK,Metropolitan Oakland International,Oakland,CA,218.7,300.81,2003
RDU,Raleigh-Durham International,Raleigh/Durham,NC,298.96,411.21,2003
SMF,Sacramento International,Sacramento,CA,243.94,335.54,2003
BNA,Nashville International,Nashville,TN,289.11,397.66,2003
STL,St Louis Lambert International,St. Louis,MO,317.2,436.31,2003
MCI,Kansas City International,Kansas City,MO,271.85,373.92,2003
DAL,Dallas Love Field,Dallas-Love Field,TX,173.99,239.32,2003
IAD,Washington Dulles International,Washington-Dulles,DC,442.42,608.54,2003
HNL,Daniel K Inouye International,Honolulu,HI,172.45,237.2,2003
IND,Indianapolis International,Indianapolis,IN,279.76,384.8,2003
CLE,Cleveland-Hopkins International,Cleveland,OH,343.9,473.02,2003
MSY,Louis Armstrong New Orleans International,New Orleans,LA,274.26,377.24,2003
PIT,Pittsburgh International,Pittsburgh,PA,372.67,512.6,2003
SNA,John Wayne Airport-Orange County,Santa Ana,CA,302.7,416.36,2003
HOU,William P Hobby,Houston-Hobby,TX,230.42,316.93,2003
CVG,Cincinnati/Northern Kentucky International,Cincinnati,OH,462.59,636.28,2003
SAT,San Antonio International,San Antonio,TX,306.54,421.64,2003
CMH,John Glenn Columbus International,Columbus,OH,292.99,403,2003
MKE,General Mitchell International,Milwaukee,WI,311.19,428.03,2003
BDL,Bradley International,Hartford,CT,336.84,463.32,2003
SJU,Luis Munoz Marin International,San Juan,PR,335.8,461.89,2003
RSW,Southwest Florida International,Fort Myers,FL,313.16,430.75,2003
JAX,Jacksonville International,Jacksonville,FL,296.21,407.42,2003
BUR,Bob Hope,Burbank,CA,192.3,264.5,2003
BUF,Buffalo Niagara International,Buffalo,NY,264.23,363.44,2003
PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,298.84,411.05,2003
ONT,Ontario International,Ontario,CA,234.46,322.5,2003
OMA,Eppley Airfield,Omaha,NE,294.54,405.13,2003
ABQ,Albuquerque International Sunport,Albuquerque,NM,269.1,370.14,2003
PVD,Theodore Francis Green State,Providence,RI,305.63,420.39,2003
MEM,Memphis International,Memphis,TN,382.18,525.68,2003
RIC,Richmond International,Richmond,VA,409.91,563.82,2003
OKC,Will Rogers World,Oklahoma City,OK,296.33,407.6,2003
BOI,Boise Air Terminal,Boise,ID,259.58,357.05,2003
LGB,Long Beach Airport,Long Beach,CA,228.01,313.63,2003
GEG,Spokane International,Spokane,WA,248.17,341.35,2003
ORF,Norfolk International,Norfolk,VA,323.92,445.54,2003
ANC,Ted Stevens Anchorage International,Anchorage,AK,492.2,677.01,2003
SDF,Louisville International-Standiford Field,Louisville,KY,296.87,408.34,2003
CHS,Charleston AFB/International,Charleston,SC,445.38,612.62,2003
GRR,Gerald R. Ford International,Grand Rapids,MI,338.3,465.33,2003
RNO,Reno/Tahoe International,Reno,NV,230.31,316.79,2003
TUS,Tucson International,Tucson,AZ,283.23,389.57,2003
OGG,Kahului Airport,Kahului,HI,106.71,146.78,2003
ELP,El Paso International,El Paso,TX,263.03,361.8,2003
ALB,Albany International,Albany,NY,320.3,440.56,2003
TUL,Tulsa International,Tulsa,OK,300.22,412.94,2003
DSM,Des Moines International,Des Moines,IA,338.74,465.93,2003
BHM,Birmingham-Shuttlesworth International,Birmingham,AL,311.66,428.68,2003
ROC,Greater Rochester International,Rochester,NY,296.41,407.71,2003
SYR,Syracuse Hancock International,Syracuse,NY,341.93,470.32,2003
GSP,Greenville-Spartanburg International,Greer,SC,477.76,657.15,2003
MSN,Dane County Regional-Truax Field,Madison,WI,313.24,430.86,2003
PWM,Portland International Jetport,Portland,ME,397.12,546.22,2003
LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,307.85,423.44,2003
MHT,Manchester-Boston Regional,Manchester,NH,312.93,430.43,2003
SAV,Savannah/Hilton Head International,Savannah,GA,329.2,452.8,2003
TYS,McGhee Tyson,Knoxville,TN,431.82,593.96,2003
SFB,Orlando Sanford International,Sanford,FL,116.16,159.78,2003
KOA,Ellison Onizuka Kona International at Keahole,Kona,HI,101.74,139.94,2003
ISP,Long Island MacArthur,Islip,NY,246.66,339.27,2003
LIH,Lihue Airport,Lihue,HI,84.99,116.9,2003
GSO,Piedmont Triad International,Greensboro/High Point,NC,333.07,458.13,2003
PNS,Pensacola International,Pensacola,FL,347.17,477.53,2003
HPN,Westchester County,White Plains,NY,480.11,660.37,2003
ICT,Wichita Dwight D Eisenhower National,Wichita,KS,296.42,407.72,2003
COS,City of Colorado Springs Municipal,Colorado Springs,CO,365.34,502.52,2003
PIE,St Pete Clearwater International,St. Petersburg,FL,213.73,293.99,2003
DAY,James M Cox/Dayton International,Dayton,OH,298.09,410.02,2003
FAT,Fresno Yosemite International,Fresno,CA,360.39,495.71,2003
XNA,Northwest Arkansas Regional,Fayetteville,AR,412.07,566.79,2003
BTV,Burlington International,Burlington,VT,342.09,470.53,2003
MDT,Harrisburg International,Harrisburg,PA,365.75,503.08,2003
LEX,Blue Grass,Lexington,KY,322.91,444.16,2003
PSP,Palm Springs International,Palm Springs,CA,377.44,519.16,2003
MYR,Myrtle Beach International,Myrtle Beach,SC,279.95,385.07,2003
CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,371.11,510.45,2003
MAF,Midland International Air and Space Port,Midland/Odessa,TX,234.03,321.9,2003
EUG,Mahlon Sweet Field,Eugene,OR,375.69,516.76,2003
SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,363.5,499.99,2003
FSD,Joe Foss Field,Sioux Falls,SD,390.17,536.67,2003
CHA,Lovell Field,Chattanooga,TN,426.59,586.76,2003
HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,455.19,626.11,2003
CAE,Columbia Metropolitan,Columbia,SC,455.93,627.11,2003
AVL,Asheville Regional,Asheville,NC,484.78,666.8,2003
MFR,Rogue Valley International - Medford,Medford,OR,368.26,506.53,2003
SGF,Springfield-Branson National,Springfield,MO,403.84,555.47,2003
BZN,Bozeman Yellowstone International,Bozeman,MT,404.52,556.41,2003
BLI,Bellingham International,Bellingham,WA,343.14,471.99,2003
ILM,Wilmington International,Wilmington,NC,454.12,624.63,2003
ITO,Hilo International,Hilo,HI,72.82,100.16,2003
LBB,Lubbock Preston Smith International,Lubbock,TX,231.37,318.25,2003
CAK,Akron-Canton Regional,Akron,OH,268.34,369.1,2003
VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,454.52,625.19,2003
FAI,Fairbanks International,Fairbanks,AK,467.05,642.41,2003
JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,333.86,459.22,2003
ACY,Atlantic City International,Atlantic City,NJ,243.18,334.49,2003
TTN,Trenton Mercer,Trenton,NJ,393.44,541.17,2003
ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,421.79,580.16,2003
FAR,Hector International,Fargo,ND,416.1,572.34,2003
PSC,Tri Cities,Pasco/Kennewick/Richland,WA,382.16,525.65,2003
FWA,Fort Wayne International,Fort Wayne,IN,387.78,533.38,2003
RDM,Roberts Field,Bend/Redmond,OR,367.62,505.65,2003
BIL,Billings Logan International,Billings,MT,372.52,512.4,2003
FNT,Bishop International,Flint,MI,284.31,391.06,2003
SBN,South Bend International,South Bend,IN,321.57,442.3,2003
MSO,Missoula International,Missoula,MT,409.66,563.48,2003
MLI,Quad City International,Moline,IL,283.36,389.76,2003
PIA,General Downing - Peoria International,Peoria,IL,365.89,503.27,2003
BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,355.64,489.18,2003
CHO,Charlottesville Albemarle,Charlottesville,VA,451.57,621.12,2003
SBA,Santa Barbara Municipal,Santa Barbara,CA,412.33,567.15,2003
MFE,McAllen Miller International,Mission/McAllen/Edinburg,TX,389.56,535.83,2003
TLH,Tallahassee International,Tallahassee,FL,280.32,385.57,2003
ATW,Appleton International,Appleton,WI,388.81,534.8,2003
AMA,Rick Husband Amarillo International,Amarillo,TX,246.14,338.56,2003
DAB,Daytona Beach International,Daytona Beach,FL,363.54,500.05,2003
AGS,Augusta Regional at Bush Field,Augusta,GA,487.43,670.45,2003
CRP,Corpus Christi International,Corpus Christi,TX,312.1,429.28,2003
BQN,Rafael Hernandez,Aguadilla,PR,230.82,317.48,2003
BIS,Bismarck Municipal,Bismarck/Mandan,ND,409.14,562.77,2003
ROA,Roanoke Blacksburg Regional Woodrum Field,Roanoke,VA,434.51,597.66,2003
BGR,Bangor International,Bangor,ME,372.13,511.86,2003
AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,410.83,565.09,2003
GRB,Green Bay Austin Straubel International,Green Bay,WI,367.88,506.02,2003
SHV,Shreveport Regional,Shreveport,LA,418.38,575.47,2003
HRL,Valley International,Harlingen/San Benito,TX,226.85,312.02,2003
STT,Cyril E King,Charlotte Amalie,VI,408.9,562.43,2003
GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,307.32,422.71,2003
FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,423.69,582.78,2003
GNV,Gainesville Regional,Gainesville,FL,418.02,574.98,2003
RAP,Rapid City Regional,Rapid City,SD,395.75,544.35,2003
MOB,Mobile Regional,Mobile,AL,448.11,616.37,2003
SBP,San Luis County Regional,San Luis Obispo,CA,380.01,522.69,2003
FCA,Glacier Park International,Kalispell,MT,421.33,579.53,2003
JNU,Juneau International,Juneau,AK,380.01,522.69,2003
MLB,Melbourne International,Melbourne,FL,409.55,563.32,2003
LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,394.77,543,2003
EVV,Evansville Regional,Evansville,IN,380.84,523.84,2003
SWF,Stewart International,Newburgh/Poughkeepsie,NY,431.54,593.58,2003
